"id","common_name","latin_name","family","in_hells_canyon_book","is_invasive","native_nonnative","color","note","desc","photographer"
457,"Ball Cactus","Mammilaria sp.","Cactaceae",,,,,,,
459,"Ball Cactus","Mammilaria sp.","Cactaceae",,,,,,,
463,"Ball Cactus","Mammilaria sp.","Cactaceae",,,,,,,
453,"Prickly Pear","Opuntia sp.","Cactaceae",,"FALSE",,"PINK",,,
472,"Prickly Pear","Opuntia sp.","Cactaceae",,"FALSE",,"YELLOW","fruit",,
484,"Barrel Cactus",,"Cactaceae",,,,,,,
485,"Cardoon Cactus",,"Cactaceae",,,,,,,
519,"Purple Hairbell","Campanula rotundifolia","Campanulaceae",,,,,,,
14,"Twinflower","Linnaea borealis","Caprifoliaceae",,,,,,,
32,"Twinflower","Linnaea borealis","Caprifoliaceae",,,,,,,
13,"Honeysuckle","Lonicera ciliosa","Caprifoliaceae",,,,,,,
12,"Elderberry","Sambucus racemosa","Caprifoliaceae",,,,,,,
35,"Sandwort","Arenarea aculeata","Caryophyllaceae",,,,,,,
516,"Moss Campion","Silene acaulis","Caryophyllaceae",,"FALSE",,"PURPLE",,,
24,"Bunchberry","Cornus canadensis","Cornaceae",,,,,,,
25,"Bunchberry","Cornus canadensis","Cornaceae",,,,,,,
31,"Bunchberry","Cornus canadensis","Cornaceae",,,,,,,
45,"Rose Crown","Sedum rhodantham","Crassulariaceae",,,,,,,
44,"Rose Wort","Sedum roseum","Crassulariaceae",,,,,,,
94,"Mountain Laurel","Kalmia polifolia","Ericaceae",,,,,,,
95,"Mountain Laurel","Kalmia polifolia","Ericaceae",,,,,,,
89,"Indian Pipe","Monotropa uniflora","Ericaceae",,,,,,,
90,"Indian Pipe","Monotropa uniflora","Ericaceae",,,,,,,
85,"Pink Mountain Heather","Phyllodoce empetriformis","Ericaceae",,,,,,,
86,"Pink Mountain Heather","Phyllodoce empetriformis","Ericaceae",,,,,,,
104,"Pink Mountain Heather","Phyllodoce empetriformis","Ericaceae",,,,,,,
87,"White Mountain Heather","Phyllodoce glandaliflora","Ericaceae",,,,,,,
84,"Pinedrops","Pterosporum andromedae","Ericaceae",,,,,,,
91,"Pinedrops","Pterosporum andromedae","Ericaceae",,,,,,,
105,"White-veined Wintergreen","Pyrola picta","Ericaceae",,,,,,,
106,"One-sided Wintergreen","Pyrola secunda","Ericaceae",,,,,,,
107,"Wintergreen","Pyrola sp.","Ericaceae",,,,,,,
142,"Northern Sweet Vetch","Hedysarum boreala","Fabaceae",,,,,,,
143,"Northern Sweet Vetch","Hedysarum boreala","Fabaceae",,,,,,,
136,"Steppe Sweetpea","Lathyrus pauciflorus","Fabaceae",,,,,,,
137,"Steppe Sweetpea","Lathyrus pauciflorus","Fabaceae",,,,,,,
138,"Lupine","Lupine sp.","Fabaceae",,,,,,,
139,"Lupine","Lupine sp.","Fabaceae",,,,,,,
133,"Silky Lupine","Lupinus sp.","Fabaceae",,"FALSE",,"PURPLE",,,
135,"Yellow Lupine","Lupinus sp.","Fabaceae",,,,,,,
154,"Prairie Goldenpea","Thermopsis rhombifolia (??)","Fabaceae",,,,,,,
152,"Yellow Pea","Thermopsis sp.","Fabaceae",,,,,,,
153,"Yellow Pea (??)","Thermopsis sp. (??)","Fabaceae",,,,,,,
149,"Big-headed Clover","Trifolium macrocephalum","Fabaceae",,"FALSE",,"PINK",,,
150,"Big-headed Clover","Trifolium macrocephalum","Fabaceae",,"FALSE",,"PINK",,,
155,"Big-headed Clover","Trifolium macrocephalum","Fabaceae",,,,,,,
478,"Ocotillo","Ocotillo sp.","Fouquieriaceae",,,,,,,
497,"Ocotillo",,"Fouquieriaceae",,,,,,,
101,"Golden Bleedingheart","Corydalis aurea","Fumariaceae",,,,,,,
103,"Cusick’s Corydalis","Corydalis cusickii","Fumariaceae",,,,,,,
102,"Dutchman’s Breeches","Dicentra cucullaria","Fumariaceae",,,,,,,
116,"Shining Frasera","Frasera albicaulis","Gentianaceae",,"FALSE",,"PURPLE",,,
117,"Shining Frasera","Frasera albicaulis","Gentianaceae",,"FALSE",,"PURPLE",,,
118,"Shining Frasera","Frasera albicaulis","Gentianaceae",,"FALSE",,"PURPLE",,,
99,"Whitish Gentian","Gentiana algida","Gentianaceae",,,,,,,
96,"Mountain Bog Gentian","Gentiana calycosa","Gentianaceae",,,,,,,
97,"Mountain Bog Gentian","Gentiana calycosa","Gentianaceae",,,,,,,
98,"Gentian","Gentiana sp.","Gentianaceae",,,,,,,
115,"Sticky Geranium","Geranium viscossisimum","Geraniaceae",,"FALSE",,"PINK",,,
432,"Grass",,"Graminaceae",,,,,,,
108,"Turkey Peas / False Strawberry","Hesperichiron pumilis","Hydrophyllaceae",,,,,,,
109,"Turkey Peas / False Strawberry","Hesperichiron pumilis","Hydrophyllaceae",,,,,,,
129,"Linear-leaf Phacelia","Phacelia linearis","Hydrophyllaceae",,"FALSE",,"BLUE",,,
124,"Silky Phacelia","Phacelia sericea","Hydrophyllaceae",,,,,,,
130,"Silky Phacelia","Phacelia sericea","Hydrophyllaceae",,,,,,,
131,"Silky Phacelia","Phacelia sericea","Hydrophyllaceae",,,,,,,
126,"St John’s Wort","Hypericum perforatum","Hypericaceae",,"TRUE",,"YELLOW",,,
120,"Common Iris","Iris missouriensis","Iridaceae",,,,,,,
121,"Common Iris","Iris missouriensis","Iridaceae",,,,,,,
127,"Common Iris","Iris missouriensis","Iridaceae",,,,,,,
122,"Grass Widow","Sisyrinchium douglasii","Iridaceae",,,,,,,
144,"Butterwort","Pinguicula vulgaris","Lentibulareacceae",,,,,,,
151,"Butterwort","Pinguicula vulgaris","Lentibulariaceae",,,,,,,
145,"Wild Onion","Allium sp.","Liliaceae",,"TRUE",,"PINK / WHITE",,,
147,"Hooker’s Onion","Allium sp.","Liliaceae",,,,,,,
164,"Textile Onion","Allium sp.","Liliaceae",,,,,,,
161,"Sego Lily","Calochortus macrocarpus","Liliaceae",,,,,,,
166,"Big-podded Mariposa","Calochortus macrocarpus","Liliaceae",,"FALSE",,"WHITE / PURPLE",,,
167,"Big-podded Mariposa","Calochortus macrocarpus","Liliaceae",,"FALSE",,"WHITE / PURPLE",,,
156,"Cusick’s Camas","Camassia cusickii","Liliaceae",,"FALSE",,,,,
162,"Cusick’s Camas","Camassia cusickii","Liliaceae",,"FALSE",,,,,
163,"Cusick’s Camas","Camassia cusickii","Liliaceae",,"FALSE",,,,,
502,"Common Camas","Camassia quamash","Liliaceae",,"FALSE",,,,,
503,"Common Camas","Camassia quamash","Liliaceae",,"FALSE",,,,,
159,"Queen Cup Bead Lily","Clintonia uniflora","Liliaceae",,,,,,,
176,"Fairy Bells","Disporum trachycarpa","Liliaceae",,,,,,,
177,"Fairy Bells","Disporum trachycarpa","Liliaceae",,,,,,,
178,"Avalanche Lily","Erythronium","Liliaceae",,,,,,,
179,"Avalanche Lily","Erythronium","Liliaceae",,,,,,,
504,"Avalanche Lily","Erythronium","Liliaceae",,,,,,,
181,"Leopard Lily","Fritillaria atropurpurea","Liliaceae",,,,,,,
182,"Leopard Lily","Fritillaria atropurpurea","Liliaceae",,,,,,,
174,"Yellowbell","Fritillaria pudica","Liliaceae",,"FALSE",,"YELLOW",,,
527,"Yellowbell","Fritillaria pudica","Liliaceae",,"FALSE",,"YELLOW",,,
188,"Wood Lily","Liliam sp.","Liliaceae",,,,,,,
168,"Wood Lily","Lilium sp.","Liliaceae",,,,,,,
169,"Wood Lily","Lilium sp.","Liliaceae",,,,,,,
170,"Wood Lily","Lilium sp.","Liliaceae",,,,,,,
171,"Wood Lily","Lilium sp.","Liliaceae",,,,,,,
189,"False Solomon Seal","Smilacena racemosa","Liliaceae",,,,,,,
190,"False Solomon Seal","Smilacena racemosa","Liliaceae",,,,,,,
541,"Starry Solomon Seal","Smilacena stellata","Liliaceae",,,,,,,
191,"Trillium","Trilliam ovatum","Liliaceae",,,,,,,
187,"Wake Robin","Trilliam petiolatum (??)","Liliaceae",,,,,,,
184,"Trillium","Trillium ovatum","Liliaceae",,,,,,,
185,"Trillium","Trillium ovatum","Liliaceae",,,,,,,
186,"Trillium","Trillium ovatum","Liliaceae",,,,,,,
180,"Wake Robin","Trillium petiolatum (??) ","Liliaceae",,,,,,,
196,"False Hellebore","Veratrum viride","Liliaceae",,,,,,,
197,"False Hellebore","Veratrum viride","Liliaceae",,,,,,,
198,"False Hellebore","Veratrum viride","Liliaceae",,,,,,,
202,"False Hellebore","Veratrum viride","Liliaceae",,,,,,,
203,"False Hellebore","Veratrum viride","Liliaceae",,,,,,,
192,"Bear Grass","Xerophyllum sp.","Liliaceae",,,,,,,
199,"Bear Grass","Xerophyllum sp.","Liliaceae",,,,,,,
193,"Yucca","Yucca","Liliaceae",,,,,,,
194,"Yucca","Yucca","Liliaceae",,,,,,,
195,"Yucca","Yucca","Liliaceae",,,,,"seed pods",,
212,"Elegant Death Camas","Zigadenus elegans","Liliaceae",,"FALSE",,,,,
213,"Elegant Death Camas","Zigadenus elegans","Liliaceae",,"FALSE",,,,,
214,"Elegant Death Camas","Zigadenus elegans","Liliaceae",,"FALSE",,,,,
215,"Elegant Death Camas","Zigadenus elegans","Liliaceae",,"FALSE",,,,,
209,"Panicled Death Camas","Zigadenus paniculatus","Liliaceae",,"FALSE",,"WHITE",,,
210,"Meadow Death Camas","Zigadenus venenosus","Liliaceae",,"FALSE",,,,,
204,"Desert Mallow","Malva sp.","Malvaceae",,,,,,,
205,"Desert Mallow","Malva sp.","Malvaceae",,,,,,,
206,"Desert Mallow","Malva sp.","Malvaceae",,,,,,,
141,"Horsemint","Agastache urticifolia","Menthaceae",,"FALSE",,"PURPLE",,,
224,"McFarland’s Four o’clock","Mirabilis mcfarlanei","Nyctaginaceae",,"FALSE",,"PINK",,,
225,"Buffaloberry","Sheperdia rotundifolia","Oleaginaceae",,,,,,,
221,"Clarkia / Farewell to Spring","Clarkia pulchella","Onagraceae",,,,,,,
227,"Clarkia / Farewell to Spring","Clarkia pulchella","Onagraceae",,,,,,,
216,"Fireweed","Epilobium angusifolium","Onagraceae",,,,,,,
222,"Fireweed","Epilobium angusifolium","Onagraceae",,,,,,,
223,"Fireweed","Epilobium angusifolium","Onagraceae",,,,,,,
226,"Tufted Evening Primrose","Oenothera sp.","Onagraceae",,,,,,,
542,"Evening Primrose","Oenothera sp.","Onagraceae",,,,,,,
217,"Fairy Slipper","Calypso bulbosa","Orchidaceae",,,,,,,
218,"Fairy Slipper","Calypso bulbosa","Orchidaceae",,,,,,,
505,"Calypso Orchid","Calypso bulbosa","Orchidaceae",,,,,,,
219,"Spotted Coral Root","Coralorhiza maculata","Orchidaceae",,,,,,,
236,"Spotted Coral Root","Coralorhiza maculata","Orchidaceae",,,,,,,
237,"Striped Coral Root","Coralorhiza striata","Orchidaceae",,,,,,,
238,"Striped Coral Root","Coralorhiza striata","Orchidaceae",,,,,,,
239,"Striped Coral Root","Coralorhiza striata","Orchidaceae",,,,,,,
234,"Mountain Lady Slipper","Cypripedium montanum","Orchidaceae",,,,,,,
506,"Mountain Lady Slipper","Cypripedium montanum","Orchidaceae",,,,,,,
232,"Lady Slipper","Cypripedium sp.","Orchidaceae",,,,,,,
233,"Lady Slipper","Cypripedium sp.","Orchidaceae",,,,,,,
228,"Chatterbox Orchid
Helleborine Orchid","Epipactis gigantea","Orchidaceae",,,,,,,
229,"Rattlesnake Plantain","Goodgera oblongifolia","Orchidaceae",,,,,,,
230,"White Bog Orchid","Habenaria sp.","Orchidaceae",,,,,,,
231,"White Bog Orchid","Habenaria sp.","Orchidaceae",,,,,,,
248,"White Bog Orchid","Habenaria sp.","Orchidaceae",,,,,,,
522,"Limestone Paintbrush","Castilleja fraterna","Orobanchaceae",,,,,,,
369,"Paintbrush","Castilleja sp.","Orobanchaceae",,,,,,,
370,"Paintbrush","Castilleja sp.","Orobanchaceae",,,,,,,
371,"Paintbrush","Castilleja sp.","Orobanchaceae",,,,,,,
384,"Paintbrush","Castilleja sp.","Orobanchaceae",,,,,,,
387,"Paintbrush","Castilleja sp.","Orobanchaceae",,"FALSE",,,,,
388,"Paintbrush","Castilleja sp.","Orobanchaceae",,"FALSE",,,,,
389,"Paintbrush","Castilleja sp.","Orobanchaceae",,"FALSE",,,,,
390,"Paintbrush","Castilleja sp.","Orobanchaceae",,"FALSE",,,,,
391,"Paintbrush","Castilleja sp.","Orobanchaceae",,"FALSE",,,,,
537,"Paintbrush","Castilleja sp.","Orobanchaceae",,,,,,,
250,"Broomrape","Orobanche uniflora","Orobanchaceae",,,,,,,
245,"Brown’s Peony","Paeonia brownii","Paeoniaceae",,"FALSE",,"BROWN",,,
251,"Brown’s Peony","Paeonia brownii","Paeoniaceae",,"FALSE",,"BROWN",,,
240,"Prickly Poppy","Argemone platycerus","Papaveraceae",,"TRUE",,"WHITE",,,
247,"Prickly Poppy","Argemone platycerus","Papaveraceae",,"TRUE",,"WHITE",,,
241,"California Poppy","Escholtzia sp.","Papaveraceae",,"TRUE",,"ORANGE",,,
242,"California Poppy","Escholtzia sp.","Papaveraceae",,"TRUE",,"ORANGE",,,
243,"California Poppy","Escholtzia sp.","Papaveraceae",,"TRUE",,"ORANGE",,,
260,"California Poppy","Escholtzia sp.","Papaveraceae",,"TRUE",,"ORANGE",,,
246,"Bloodroot","Sanguinaria canadensis","Papaveraceae",,"TRUE",,"ORANGE",,,
285,"Grand Fir","Abies grandis","Pinaceae",,"FALSE",,"GREEN",,,
284,"Subalpine Fir","Abies lasiocarpus","Pinaceae",,"FALSE",,"GREEN",,,
264,"Western Larch","Larix occidentalis","Pinaceae",,"FALSE",,"GREEN",,,
265,"Western Larch","Larix occidentalis","Pinaceae",,"FALSE",,"GREEN",,,
280,"Whitebark Pine","Pinus albicaulis","Pinaceae",,"FALSE",,"GREEN","snag",,
281,"Whitebark Pine","Pinus albicaulis","Pinaceae",,"FALSE",,"GREEN","cones",,
286,"Whitebark Pine","Pinus albicaulis","Pinaceae",,"FALSE",,"GREEN","snag",,
287,"Whitebark Pine","Pinus albicaulis","Pinaceae",,"FALSE",,"GREEN","root on granite",,
267,"Ponderosa Pine","Pinus ponderosa","Pinaceae",,"FALSE",,"GREEN","needles",,
270,"Ponderosa Pine","Pinus ponderosa","Pinaceae",,"FALSE",,"GREEN","snag",,
283,"Douglas-fir","Pseudotsuga menziesii","Pinaceae",,"FALSE",,"GREEN",,,
398,"Hot Rock Penstemon / Scabland Penstemon","Penstemon deustus","Plantaginaceae",,"FALSE",,"WHITE",,,
394,"Shrubby Penstemon","Penstemon fruticosus","Plantaginaceae",,"FALSE",,"PURPLE",,,
392,"Penstemon","Penstemon sp.","Plantaginaceae",,"FALSE",,"PINK",,,
393,"Red Penstemon","Penstemon sp.","Plantaginaceae",,"FALSE",,"RED",,,
395,"Penstemon","Penstemon sp.","Plantaginaceae",,"FALSE",,,,,
412,"Penstemon","Penstemon sp.","Plantaginaceae",,"FALSE",,,,,
413,"Penstemon","Penstemon sp.","Plantaginaceae",,"FALSE",,,,,
415,"Penstemon","Penstemon sp.","Plantaginaceae",,"FALSE",,,,,
297,"Collomia","Collomia linearis","Polemoniaceae",,,,"PURPLE",,,
276,"Scarlet Gilia (Skyrocket)","Ipomopsis aggregata","Polemoniaceae",,"FALSE",,"RED",,,
278,"Scarlet Gilia (Skyrocket)","Ipomopsis aggregata","Polemoniaceae",,"FALSE",,"RED",,,
279,"Linanthus","Linanthus nuttalli","Polemoniaceae",,,,"WHITE",,,
296,"Linanthus","Linanthus nuttalli","Polemoniaceae",,,,"WHITE",,,
295,"Snake River Phlox","Phlox colubrina","Polemoniaceae",,"FALSE",,"PINK",,,
298,"Snake River Phlox","Phlox colubrina","Polemoniaceae",,"FALSE",,"PINK",,,
292,"Spiny Phlox / Carpet Phlox","Phlox hoodii","Polemoniaceae",,,,"WHITE",,,
293,"Santa Fe Phlox","Phlox sp.","Polemoniaceae",,,,,,,
299,"Alpine Phlox","Phlox sp.","Polemoniaceae",,,,,,,
290,"Jacob’s Ladder","Polemonium pulcherrimum","Polemoniaceae",,,,,,,
291,"Jacob’s Ladder","Polemonium pulcherrimum","Polemoniaceae",,,,,,,
308,"Jacob’s Ladder","Polemonium pulcherrimum","Polemoniaceae",,,,,,,
288,"Skypilot","Polemonium viscosum","Polemoniaceae",,,,,,,
289,"Skypilot","Polemonium viscosum","Polemoniaceae",,,,,,,
523,"Alpine Buckwheat","Eriogonum caespitosm","Polygonaceae",,,,,,,
256,"Buckwheat","Eriogonum sp.","Polygonaceae",,,,,,,
258,"Buckwheat","Eriogonum sp.","Polygonaceae",,,,,,,
262,"Alpine Buckwheat","Eriogonum sp.","Polygonaceae",,,,,,,
257,"Thyme-leaved Buckwheat","Eriogonum thymoides","Polygonaceae",,"FALSE",,"YELLOW / RED",,,
252,"American Bistort","Polygonum bistortoides","Polygonaceae",,,,,,,
259,"American Bistort","Polygonum bistortoides","Polygonaceae",,,,,,,
253,"Sheep Sorrel","Rumex acetosella","Polygonaceae",,"TRUE",,"RED",,,
417,"Fern","Cheilanthes gracillima (??)","Polypodiaceae",,,,,,,
423,"Fern",,"Polypodiaceae",,,,,"fiddlehead",,
311,"Alpine Springbeauty","Claytonia megarhiza","Portulacaceae",,,,,,,
309,"Spring Beauty","Claytonia sp.","Portulacaceae",,"FALSE",,,,,
300,"Bitterroot","Lewisia rediviva","Portulacaceae",,,,,,,
301,"Bitterroot","Lewisia rediviva","Portulacaceae",,,,,,,
305,"Bitterroot","Lewisia rediviva","Portulacaceae",,,,,,,
306,"Bitterroot","Lewisia rediviva","Portulacaceae",,,,,,,
307,"Bitterroot","Lewisia rediviva","Portulacaceae",,,,,,,
302,"Pussypaws","Spraguea umbellatum","Portulacaceae",,,,,,,
272,"Shooting Star","Dodecatheon sp.","Primulaceae",,,,,,,
273,"Shooting Star","Dodecatheon sp.","Primulaceae",,,,,,,
275,"Shooting Star","Dodecatheon sp.","Primulaceae",,,,,,,
255,"Parry’s Primrose","Primala parryi","Primulaceae",,,,,,,
320,"Monkshood","Aconitum sp.","Ranunculaceae",,,,,,,
303,"Baneberry","Actea rubra","Ranunculaceae",,,,,,,
312,"Drummond’s Anemone","Anemone drummondii","Ranunculaceae",,,,,,,
319,"Drummond’s Anemone","Anemone drummondii","Ranunculaceae",,,,,,,
323,"Drummond’s Anemone","Anemone drummondii","Ranunculaceae",,,,,,,
328,"Western Anemone","Anemone occidentalis","Ranunculaceae",,,,,,,
329,"Western Anemone","Anemone occidentalis","Ranunculaceae",,,,,,,
313,"Oregon Anemone","Anemone quinquefolia","Ranunculaceae",,,,,,,
321,"Oregon Anemone","Anemone quinquefolia","Ranunculaceae",,,,,,,
316,"Pasque Flower","Anemone sp.","Ranunculaceae",,,,,,,
317,"Pasque Flower","Anemone sp.","Ranunculaceae",,,,,"seed heads",,
318,"Pasque Flower","Anemone sp.","Ranunculaceae",,,,,,,
322,"Pasque Flower","Anemone sp.","Ranunculaceae",,,,,,,
314,"Blue Columbine","Aquilegia coerulea ","Ranunculaceae",,,,,,,
315,"Blue Columbine","Aquilegia coerulea ","Ranunculaceae",,,,,,,
332,"Yellow Columbine","Aquilegia flavescens","Ranunculaceae",,,,,,,
333,"Western Columbine","Aquilegia formosa","Ranunculaceae",,,,,,,
338,"Western Columbine","Aquilegia formosa","Ranunculaceae",,,,,,,
339,"Western Columbine","Aquilegia formosa","Ranunculaceae",,,,,,,
334,"Marsh Marigold","Caltha leptosepala","Ranunculaceae",,,,,,,
335,"Marsh Marigold","Caltha leptosepala","Ranunculaceae",,,,,,,
330,"Western Clematis","Clematis columbiana","Ranunculaceae",,,,,,,
500,"Western Clematis","Clematis columbiana","Ranunculaceae",,,,,,,
326,"Larkspur","Delphinium sp.","Ranunculaceae",,"FALSE",,"BLUE",,,
327,"Larkspur","Delphinium sp.","Ranunculaceae",,"FALSE",,"BLUE",,,
342,"Hepatica","Hepatica sp.","Ranunculaceae",,,,,,,
336,"Sage Buttercup","Ranunculus glaberrimus","Ranunculaceae",,"FALSE",,"YELLOW",,,
343,"Sage Buttercup","Ranunculus glaberrimus","Ranunculaceae",,"FALSE",,"YELLOW",,,
200,"Buttercup","Ranunculus sp.","Ranunculaceae",,,,,,,
201,"Tall Meadow Buttercup","Ranunculus sp.","Ranunculaceae",,,,,,,
352,"Buckbrush","Ceanothus velutinus","Rhamnaceae",,,,,,,
354,"Cliff Rose","Cowania stansburyana (??)","Rosaceae",,,,,,,
355,"Drummond’s Avens","Dryas drummondii","Rosaceae",,,,,,,
348,"Strawberry","Fragaria virginiana","Rosaceae",,,,,,,
350,"Prairie Smoke","Geum triflorum","Rosaceae",,"FALSE",,"PINK",,,
345,"Ivesia","Ivesia gordoni","Rosaceae",,,,,,,
364,"Bitterbrush","Purshia tridentata","Rosaceae",,,,,,,
367,"Wild Rose","Rosa sp.","Rosaceae",,,,,,,
362,"Thimbleberry","Rubus parviflorus","Rosaceae",,,,,,,
363,"Thimbleberry","Rubus parviflorus","Rosaceae",,,,,,,
361,"Raspberry","Rubus sp.","Rosaceae",,"FALSE",,"WHITE",,,
356,"Mountain Ash","Sorbus sp.","Rosaceae",,,,,,,
357,"Mountain Ash","Sorbus sp.","Rosaceae",,,,,,,
358,"Mountain Spirea
Meadowsweet","Spirea densiflora","Rosaceae",,,,,,,
376,"Aspen","Populus tremuloides","Salicaceae",,,,,,,
377,"Aspen","Populus tremuloides","Salicaceae",,,,,,,
410,"Pitcher Plant","Darlingtonia sp.","Sarraceniaceae",,,,,,,
411,"Pitcher Plant","Darlingtonia sp.","Sarraceniaceae",,,,,,,
373,"Grass of Parnassus","Parnassia fimbriata","Saxifragaceae",,,,,,,
374,"Matted Saxifrage","Saxifraga bronchialis","Saxifragaceae",,,,,,,
418,"Mountain Meadow Saxifrage","Saxifraga odontoloma","Saxifragaceae",,,,,,,
368,"Self-heal","Besseya rubra","Scrophulariaceae",,,,,,,
375,"Self-heal","Besseya rubra","Scrophulariaceae",,,,,,,
386,"Giant Blue Eyed Mary","Collinsia grandiflora","Scrophulariaceae",,,,,,,
381,"Foxglove","Digitalis purpurea","Scrophulariaceae",,,,,,,
400,"Yellow Monkeyflower","Mimulus guttatus","Scrophulariaceae",,,,"YELLOW",,,
401,"Yellow Monkeyflower","Mimulus guttatus","Scrophulariaceae",,,,"YELLOW",,,
401,"Red Monkeyflower","Mimulus lewisii","Scrophulariaceae",,,,"RED",,,
383,"Yellow Monkeyflower","Mimulus sp.","Scrophulariaceae",,,,,,,
521,"Yellow Monkeyflower","Mimulus sp.","Scrophulariaceae",,,,,,,
539,"Red Monkeyflower","Mimulus sp.","Scrophulariaceae",,,,,,,
540,"Dwarf Monkeyflower","Mimulus sp.","Scrophulariaceae",,,,,,,
242,"Owl Clover","Orthocarpus sp.","Scrophulariaceae",,,,,,,
243,"Owl Clover","Orthocarpus sp.","Scrophulariaceae",,,,,,,
403,"Lousewort","Pedicularis contorta","Scrophulariaceae",,,,,,,
396,"Elephant Head","Pedicularis groenlandica","Scrophulariaceae",,,,,,,
520,"Elephant Head","Pedicularis groenlandica","Scrophulariaceae",,,,,,,
402,"Parrot’s Beak","Pedicularis racemosa","Scrophulariaceae",,,,,,,
408,"Kittentail","Synthris missourica","Scrophulariaceae",,,,,,,
422,"Ground Cherry","Physalis longifolia","Solanaceae",,,,,,,
436,"Lichen","Unknown","Unknown",,"FALSE",,"GREEN / WHITE / ORANGE","on rock","Lichens are plants composed of both an algae and a fungus. They are tiny (less than an inch tall) and found growing on rocks and tree bark.",
420,"Nuttall’s Yellow Violet","Viola nuttallii","Violaceae",,,,"YELLOW",,,
426,"Mountain Yellow Violet","Viola purpurea","Violaceae",,"FALSE",,"YELLOW",,,
449,"Fly Agaric","Amanita Muscaria",,,,,,,,
450,"Fly Agaric","Amanita Muscaria",,,,,,,,
451,"Fly Agaric","Amanita Muscaria",,,,,,,,
430,"Boletus","Boletus sp.",,,,,,,,
429,"Giant Puffball","Calvatia gigantea",,,,,,,,
444,"Shaggy Mane","Coprinus sp.",,,,,,,,
445,"Shaggy Mane","Coprinus sp.",,,,,,,,
446,"Shaggy Mane","Coprinus sp.",,,,,,,,
447,"Shaggy Mane","Coprinus sp.",,,,,,,,
431,"Morel","Morchella sp.",,,,,,,,
448,"Morel","Morchella sp.",,,,,,,,
26,"Alpine Sedum",,,,,,,,,
27,"Rose Crown",,,,,,,,,
416,"Fern",,,,,,,,,
418,"Moss",,,,,,,,,
419,"Lichen",,,,,,,,,
428,"Mushroom",,,,,,,,,
433,"Mushroom",,,,,,,,,
434,"Mushroom",,,,,,,,,
435,"Mushroom",,,,,,,,,
437,"Lichen",,,,,,,,,
438,"Lichen",,,,,,,"on tree bark",,
439,"Lichen",,,,,,,"on tree branch",,
440,"Fungus",,,,,,,,,
441,"Fungus",,,,,,,,,
442,"Mushroom",,,,,,,,,
443,"Orange Peel Fungus",,,,,,,,,
479,"Cleome",,,,,,,,,
488,"Grassland (Habitat)",,,,,,,,,
489,"Burn (Habitat)",,,,,,,,,
490,"Burn (Habitat)",,,,,,,,,
491,"Hollyhock",,,,,,,"garden",,
492,"Mixed Forest (Habitat)",,,,,,,,,
493,"Lodgepole Forest (Habitat)",,,,,,,,,
494,"River (Habitat)",,,,,,,,,
495,"Mountain (Habitat)",,,,,,,,,
496,"Trumpetflower",,,,,,,"needs names",,
498,"Forest Grassland (Habitat)",,,,,,,,,
499,"Forest Grassland (Habitat)",,,,,,,,,
